id,problem,answer,topic,source
bigmath_ee84594e,"If the set $\{(x, y) | x + y - 2 = 0 \text{ and } x - 2y + 4 = 0\}$ is a proper subset of $\{(x, y) | y = 3x + b\}$, then find $b$.",2,comb_pigeonhole,bigmath
bigmath_aec36aeb,"If $\{1, 2\} \subseteq A \subseteq \{1, 2, 3, 4, 5\}$, then how many sets $A$ are possible? Express your answer as a whole number.",8,comb_pigeonhole,bigmath
aimo3_hard_ab507a9f,"Robert deals 9 cards in a square from a normal 52-card deck and pretends it is a tic-tac-toe board (black cards against red cards). If the probability that black won is $\frac{n}{1000}$, compute $n$ to the nearest integer.",554,comb_probability,aimo3_hard
aimo3_hard_f8503e38,"College officials want to estimate the percentage of students who carry a gun, knife, or other such weapon. How many randomly selected students must be surveyed in order to be 96% confident that the sample percentage has a margin of error of 1.5 percentage points, assuming that another study indicated that 4% of college students carry weapons?",718,comb_probability,aimo3_hard
aimo3_hard_72c262ec,"Find a lower bound on \( n \) (independent of \( p \)) which ensures that 
\[
\Bbb P(\bar X_n - 0.1 < p < \bar X_n + 0.1) \geq 0.9,
\]
where \(\bar X_n = \frac{\text{number of heads}}{n}\) and \(\Bbb P(\text{head}) = p\).",250,comb_probability,aimo3_hard
limo_20ff63da,"A fair coin is to be tossed $10_{}^{}$ times. Let $i/j^{}_{}$ , in lowest terms, be the probability that heads never occur on consecutive tosses. Find $i+j_{}^{}$ .",73,comb_probability,limo
limo_7a0e90d8,"Two three-letter strings, $aaa^{}_{}$ and $bbb^{}_{}$ , are transmitted electronically. Each string is sent letter by letter. Due to faulty equipment, each of the six letters has a 1/3 chance of being received incorrectly, as an $a^{}_{}$ when it should have been a $b^{}_{}$ , or as a $b^{}_{}$ when it should be an $a^{}_{}$ . However, whether a given letter is received correctly or incorrectly is independent of the reception of any other letter. Let $S_a^{}$ be the three-letter string received when $aaa^{}_{}$ is transmitted and let $S_b^{}$ be the three-letter string received when $bbb^{}_{}$ is transmitted. Let $p$ be the probability that $S_a^{}$ comes before $S_b^{}$ in alphabetical order. When $p$ is written as a fraction in lowest terms, what is its numerator?",532,comb_probability,limo
aimo3_hard_1c2a126b,Calculate the expected profit if \(X\) represents the number of overbooked rooms and the profit is described by the function \(Prof(X) = 4800 - 500X\). The probability that 31 people show up is \(\binom{32}{31} \cdot 0.9^{31} \cdot 0.1^1\) and the probability that 32 people show up is \(\binom{32}{32} \cdot 0.9^{32} \cdot 0.1^0\).,4705,comb_probability,aimo3_hard
aimo3_hard_7ce7012d,"How large must \( n \) be in order to achieve 95% confidence that a coin is not fair, given that in \( n \) tosses, 60% of the outcomes are heads?",97,comb_probability,aimo3_hard
aimo3_hard_b0fb5bee,In how many ways can 8 volumes of an encyclopedia be arranged on a shelf so that exactly one volume is not in ascending order?,247,geo_3d,aimo3_hard
limo_0750a28e,"Faces $ABC^{}_{}$ and $BCD^{}_{}$ of tetrahedron $ABCD^{}_{}$ meet at an angle of $30^\circ$ . The area of face $ABC^{}_{}$ is $120^{}_{}$ , the area of face $BCD^{}_{}$ is $80^{}_{}$ , and $BC=10^{}_{}$ . Find the volume of the tetrahedron.",320,geo_3d,limo
bigmath_4e8cbfea,"Susan made a block using small cubes of 5 cubic cm volume to create a block that is 7 small cubes long, 7 small cubes wide, and 6 small cubes deep. She realized that she accidentally created a shape inside the solid block that resembles the letter ""T"". The ""T"" shape consists of 1 small cube in height, 3 small cubes in length, and 2 small cubes in width, and it is located 3 small cubes away from the front face.

Susan then realized that she used more small cubes than she really needed, and thought that she could have glued a fewer number of cubes together to look like a block with the same dimensions, taking into account the ""T"" shape inside the block.

How many fewer cubes can Susan use to recreate the block with the same dimensions, considering the ""T"" shape within the block?",3,geo_3d,bigmath
bigmath_b660219b,"Jack bought an ice cream cone before jogging to the beach. The ice cream cone will normally melt in 10 minutes. However, the weather conditions are affecting the melting rate of the ice cream: there's a 15mph wind blowing in the opposite direction of Jack's running path, and the temperature is 85°F, causing the ice cream to melt 25% faster than in normal conditions. The beach is 16 blocks away, and each block is 1/8th of a mile. How fast does Jack need to jog (in miles per hour) to get to the beach before the ice cream melts, considering the wind and temperature factors?",16,geo_3d,bigmath
bigmath_db549635,"Alan has 8 pine trees in his backyard and each tree drops 200 pine cones. The pine cones fall on different sections of his property with different percentages: 30% fall on the roof, 40% fall on the lawn, and 30% fall on the driveway. If each pine cone weighs 4 ounces and the weight of the pine cones on the lawn and driveway don't affect the roof's weight, how many ounces of pine cones does Alan have on his roof after considering the varying percentages?",1920,geo_3d,bigmath
bigmath_25a3cf0a,"A swimming pool with irregular dimensions is designed as follows: on the shallow side, it is 9 meters wide and 12 meters long and 1 meter deep, whereas on the deeper side, it is 15 meters wide and 18 meters long and 4 meters deep. There is also a 3 meters wide and 6 meters long island with a height of 1 meter in the center of the pool that needs to be considered while calculating the volume. What is the volume of this swimming pool?",1170,geo_3d,bigmath
bigmath_5cb4ff0c,"In his book ""On the Sphere and Cylinder,"" Archimedes derived an equivalent trigonometric identity $\sin \frac{\pi}{2 n}+\sin \frac{2 \pi}{2 n}+\ldots+\sin \frac{(2 n-1) \pi}{2 n}=\frac{1}{\tan \frac{\pi}{4 n}}$ while proving the formula for the volume of a sphere. If both sides are multiplied by $\frac{\pi}{2 n}$ and $n$ approaches $+\infty$, the left side becomes $\lim _{x \rightarrow \infty} \sum_{i=1}^{2 n} \frac{\pi}{2 n} \sin \frac{i \pi}{2 n}=\int_{0}^{\pi} \sin x d x$. Therefore, Archimedes essentially obtained an equivalent result of the definite integral $\int_{0}^{\pi} \sin x d x$. Hence, $\int_{0}^{\pi} \sin x d x=$ \_\_\_\_\_\_.",2,geo_3d,bigmath
aimo3_hard_7b98b133,"Find the number of rolls required to wrap a $330$ ft long cylinder with an initial diameter of $1.75$ inches $5$ times. Each roll is $0.408$ inches thick, $24$ inches wide, and $20$ ft long. Each wrap must overlap $2$ inches.",40,geo_circle,aimo3_hard
aimo3_hard_676c2ab3,"A foreman noticed an inspector checking a $3""$-hole with a $2""$-plug and a $1""$-plug and suggested that two more gauges be inserted to be sure that the fit was snug. If the new gauges are alike, then the diameter, $d$, of each, to the nearest hundredth of an inch, is:",0.86,geo_circle,aimo3_hard
aimo3_hard_9c4b36f2,"Let $K_1, \ldots, K_9$ be nine circles, each with radius $r$, whose centers $M_1, \ldots, M_9$ are the vertices of a regular ninegon with side length $2r$. A tenth circle $K$ with radius $r$ has its center $A$ outside the ninegon such that $K$ touches $K_1$ and $K_9$. The circle $K$ rolls along the fixed circles $K_1, \ldots, K_9$ without sliding. How many revolutions does $K$ make when it completes one circulation around $K_1, \ldots, K_9$?",5,geo_circle,aimo3_hard
limo_3741e779,"A machine-shop cutting tool has the shape of a notched circle, as shown. The radius of the circle is $\sqrt{50}$ cm, the length of $AB$ is $6$ cm and that of $BC$ is $2$ cm. The angle $ABC$ is a right angle. Find the square of the distance (in centimeters) from $B$ to the center of the circle. [asy] size(150); defaultpen(linewidth(0.6)+fontsize(11)); real r=10; pair O=(0,0), A=r*dir(45),B=(A.x,A.y-r); path P=circle(O,r); pair C=intersectionpoint(B--(B.x+r,B.y),P); // Drawing arc instead of full circle //draw(P); draw(arc(O, r, degrees(A), degrees(C))); draw(C--B--A--B); dot(A); dot(B); dot(C); label(""$A$"",A,NE); label(""$B$"",B,S); label(""$C$"",C,SE); [/asy]",26,geo_circle,limo
aimo3_hard_28663f9c,How many circular flanges of diameter $235~\text{mm}$ can fit into a rectangular steel plate of dimensions $2500~\text{mm} \times 6300~\text{mm}$?,312,geo_circle,aimo3_hard
aimo3_hard_2c523883,"Compute $e^{\pi} + \pi^e$. If your answer is $A$ and the correct answer is $C$, then your score on this problem will be $\frac{4}{\pi}\arctan\left(\frac{1}{\left|C-A\right|}\right)$.",45.59985,geo_circle,aimo3_hard
limo_812c2d5a,"A car travels due east at $\frac 23$ miles per minute on a long, straight road. At the same time, a circular storm, whose radius is $51$ miles, moves southeast at $\frac 12\sqrt{2}$ miles per minute. At time $t=0$ , the center of the storm is $110$ miles due north of the car. At time $t=t_1$ minutes, the car enters the storm circle, and at time $t=t_2$ minutes, the car leaves the storm circle. Find $\frac 12(t_1+t_2)$ .",198,geo_circle,limo
aimo3_hard_f871941f,"Given the vectors \( e_1 = (1,1,1) \), \( e_2 = (1,2,3) \), \( e_3 = (3,5,7) \), \( e_4 = (4,5,6) \), and \( e_5 = (0,1,-9) \), and the set \( V = \left\{ \sum_{j=1}^{5} \alpha_{j}e_j \mid \alpha_j \in K, \forall j=1,5 \right\} \), compute the dimension of \( V \) over the field \( K \) if:

a) \( K = \mathbb{Z}_{11} \)

b) \( K = \mathbb{R} \)",3,geo_coordinate,aimo3_hard
bigmath_5419657f,"Alex and Max are running a race against each other on a 5000 feet long road with varying terrain, including uphill slopes, downhill slopes, and flat ground. At the beginning of the race, they are even with each other for the first 200 feet. Then, the terrain changes to an uphill slope, and Alex gets ahead of Max by 300 feet. When they reach a downhill slope, Max takes advantage and gains a lead of 170 feet over Alex. Finally, while running on a flat section of the road, Alex gets a burst of energy and pulls ahead by 440 feet. Considering the changing terrains and slopes affecting their running speeds, how many feet are there left for Max to catch up to Alex?",4430,geo_coordinate,bigmath
bigmath_53a3108b,"Kevin has been for a run and wants to calculate how far he traveled. He ran at 10 miles per hour for half an hour on a flat terrain, then went uphill at a 5% incline at 20 miles per hour for half an hour, and finally ran at 8 miles per hour downhill at a 3% slope for 15 minutes. After that, he continued running on a sandy beach for 20 minutes at an average speed of 6 miles per hour. As it started raining, his speed reduced by 20% and he continued running for another 30 minutes on a muddy trail with a 7% incline. How many miles has Kevin run taking into consideration the changes in elevation, distance and weather conditions?",21.4,geo_coordinate,bigmath
bigmath_9a9a4091,"Ms. Warren started her workout with a warm-up walk at 3 mph for 15 minutes. Then she ran at 6 mph on a flat terrain for 20 minutes. After the run, she encountered an uphill slope, which reduced her speed to 4 mph, and she continued running for another 15 minutes. On the downhill slope, her speed increased to 7 mph, and she ran for 10 minutes. Finally, she walked at 2 mph for a cool-down session for 30 minutes. How many miles did Ms. Warren cover in total during her workout, considering the varying speeds, durations, and slope conditions?",5.92,geo_coordinate,bigmath
bigmath_fe48154a,"On a trip, a cyclist averaged 12 miles per hour for the first 18 miles on a flat terrain, then they switched to a skateboard and averaged 10 miles per hour for the remaining 18 miles, which had a downhill slope with a 5% grade. If the cyclist returned immediately via the same route using an electric scooter and took a total of 7.3 hours for the round trip, what was the average speed (in miles per hour) for the return trip, considering changes in elevation and energy consumption rates for each mode of transportation?",9,geo_coordinate,bigmath
bigmath_a7523977,"During her workout, Sarah walks on a trail with varying elevations and terrains. She walks north at an average rate of 3 mph uphill and returns at an average rate of 4 mph downhill. When she reaches the midpoint of her workout, she takes a 20-minute rest to catch her breath. Considering the changing speeds, elevations, and the rest period, how many miles did she walk if her entire round trip took 3.5 hours?",10.858,geo_coordinate,bigmath
bigmath_7cc777be,"Given the vector $\overset{→}{a}=(1,2)$, with $\overset{→}{a}·\overset{→}{b}=5$ and $|\overset{→}{a}-\overset{→}{b}|=2\sqrt{5}$, calculate the magnitude of vector $\overset{→}{b}$, denoted as $|\overset{→}{b}|$. Provide your answer as a numerical value in the format $\boxed{[answer]}$.",5,geo_coordinate,bigmath
aimo3_hard_23b025eb,"Given a trapezoid $\overline{ABCD}$ with $\overline{AB} \parallel \overline{CD}$, $\text{m} \angle A = \text{m} \angle B = 65^{\circ}$, $\left |\overline{AB}\right| = 12$, and $\left |\overline{CD}\right| = 8$, find $\left |\overline{DA}\right|$ without using trigonometry.",4.732,geo_polygon,aimo3_hard
limo_bfd68b6a,"In the diagram below, angle $ABC$ is a right angle. Point $D$ is on $\overline{BC}$ , and $\overline{AD}$ bisects angle $CAB$ . Points $E$ and $F$ are on $\overline{AB}$ and $\overline{AC}$ , respectively, so that $AE=3$ and $AF=10$ . Given that $EB=9$ and $FC=27$ , find the integer closest to the area of quadrilateral $DCFG$ . [asy] size(250); pair A=(0,12), E=(0,8), B=origin, C=(24*sqrt(2),0), D=(6*sqrt(2),0), F=A+10*dir(A--C), G=intersectionpoint(E--F, A--D); draw(A--B--C--A--D^^E--F); pair point=G+1*dir(250); label(""$A$"", A, dir(point--A)); label(""$B$"", B, dir(point--B)); label(""$C$"", C, dir(point--C)); label(""$D$"", D, dir(point--D)); label(""$E$"", E, dir(point--E)); label(""$F$"", F, dir(point--F)); label(""$G$"", G, dir(point--G)); markscalefactor=0.1; draw(rightanglemark(A,B,C)); label(""10"", A--F, dir(90)*dir(A--F)); label(""27"", F--C, dir(90)*dir(F--C)); label(""3"", (0,10), W); label(""9"", (0,4), W); [/asy]",148,geo_polygon,limo
limo_a10524cc,"In convex quadrilateral $KLMN$ , side $\overline{MN}$ is perpendicular to diagonal $\overline{KM}$ , side $\overline{KL}$ is perpendicular to diagonal $\overline{LN}$ , $MN = 65$ , and $KL = 28$ . The line through $L$ perpendicular to side $\overline{KN}$ intersects diagonal $\overline{KM}$ at $O$ with $KO = 8$ . Find $MO$ .",90,geo_polygon,limo
aimo3_hard_9665754b,How many rectangles can be drawn using only the diagonal segments of a 3 by 3 square grid formed by connecting the vertices?,51,geo_polygon,aimo3_hard
bigmath_9e989f21,Consider a \(9 \times 9\) chessboard with a grasshopper on each square. Each grasshopper jumps once to a neighboring square diagonally. How many squares are left unoccupied at a minimum?,9,geo_polygon,bigmath
bigmath_4c68ede1,"Let  $A$  be a  $n\times n$  matrix such that  $A_{ij} = i+j$ . Find the rank of  $A$ .

<details><summary>Remark</summary>Not asked in the contest:  $A$  is diagonalisable since real symetric matrix it is not difficult to find its eigenvalues.</details>",2,geo_polygon,bigmath
